timestamp,open,high,low,close,volume
2024-07-06 16:30:00,56692.7,56801.8,56646.5,56740.8,192.565
2024-07-06 16:45:00,56740.8,56825.1,56725.3,56793.8,214.121
2024-07-06 17:00:00,56793.8,57191,56788.8,56951.4,573.104
2024-07-06 17:15:00,56951.4,57083.3,56700.9,56713.9,457.121
2024-07-06 17:30:00,56713.9,56832.8,56708.6,56820.9,189.554
2024-07-06 17:45:00,56820.9,57012.9,56770.7,56916.7,237.85
2024-07-06 18:00:00,56916.7,57089.3,56873.6,57025.9,274.915
2024-07-06 18:15:00,57025.9,57060.6,56900.9,56944.7,211.271
2024-07-06 18:30:00,56944.7,57250,56922.5,57206,279.296
2024-07-06 18:45:00,57206,57367.6,57206,57326.1,400.328
2024-07-06 19:00:00,57326.1,57376.5,57162.2,57288.5,324.186
2024-07-06 19:15:00,57288.5,57316.1,57158.4,57249.9,283.412
2024-07-06 19:30:00,57249.9,57800,57245.6,57735.2,624.75
2024-07-06 19:45:00,57735.2,57970.5,57670.8,57893,695.064
2024-07-06 20:00:00,57893,58000,57745.9,57829.5,948.49
2024-07-06 20:15:00,57829.5,57834.1,57721.8,57721.8,232.792
2024-07-06 20:30:00,57721.8,57948.9,57721.8,57818.5,259.575
2024-07-06 20:45:00,57818.5,57934,57818.5,57925.8,196.668
2024-07-06 21:00:00,57925.8,57999,57837.8,57938.4,184.29
2024-07-06 21:15:00,57938.4,57993.1,57848.4,57853,173.184
2024-07-06 21:30:00,57853,57879.4,57774,57791.7,182.312
2024-07-06 21:45:00,57791.7,57810,57719,57792.4,186.991
2024-07-06 22:00:00,57792.4,57792.4,57717.1,57764,156.226
2024-07-06 22:15:00,57764,57783.3,57699.5,57722,120.295
2024-07-06 22:30:00,57722,57850,57722,57789.2,100.709
2024-07-06 22:45:00,57789.2,57886.9,57772.7,57830,110.174
2024-07-06 23:00:00,57830,57902.2,57809.9,57829.3,246.555
2024-07-06 23:15:00,57829.3,57937.4,57807.3,57893.9,112.264
2024-07-06 23:30:00,57893.9,58191.6,57893.9,58080,175.708
2024-07-06 23:45:00,58080,58174,57906.2,57922.1,258.617
2024-07-07 00:00:00,57922.1,58052.3,57902.2,57945.2,176.702
2024-07-07 00:15:00,57945.2,58242.7,57943.5,58055.1,273.653
2024-07-07 00:30:00,58055.1,58055.1,57849.5,57884.5,131.541
2024-07-07 00:45:00,57884.5,57953.3,57813.9,57886.1,112.229
2024-07-07 01:00:00,57886.1,57891.5,57798.6,57847,120.037
2024-07-07 01:15:00,57847,58022.1,57847,57948.6,227.407
2024-07-07 01:30:00,57948.6,58038.9,57942.3,57960,152.473
2024-07-07 01:45:00,57960,58039.5,57956.1,57981.6,104.451
2024-07-07 02:00:00,57981.6,58088.1,57979.2,58084.1,129.651
2024-07-07 02:15:00,58084.1,58206.5,58084,58203.4,119.424
2024-07-07 02:30:00,58203.4,58464.4,58170.1,58348.9,450.721
2024-07-07 02:45:00,58348.9,58457,58125.6,58164.8,252.018
2024-07-07 03:00:00,58164.8,58286.4,58113.3,58212.7,318.849
2024-07-07 03:15:00,58212.7,58273.5,58008.3,58036.6,316.175
2024-07-07 03:30:00,58036.6,58110,58008.4,58073.9,229.3
2024-07-07 03:45:00,58073.9,58146.6,57972,58020,215.471
2024-07-07 04:00:00,58020,58056.4,57896,57914,186.732
2024-07-07 04:15:00,57914,57970.5,57851.4,57929.4,197.839
2024-07-07 04:30:00,57929.4,58022.1,57826.3,57896,240.402
2024-07-07 04:45:00,57896,57931.1,57843,57907,195.677
2024-07-07 05:00:00,57907,58290.2,57907,58093.8,867.849
2024-07-07 05:15:00,58093.8,58268.3,58093.8,58261.6,200.805
2024-07-07 05:30:00,58261.6,58375,58128.6,58171.6,207.66
2024-07-07 05:45:00,58171.6,58265.5,58135.6,58265.5,152.888
2024-07-07 06:00:00,58265.5,58370.4,58158.4,58330,252.473
2024-07-07 06:15:00,58330,58338.6,57882.8,57947,285.266
2024-07-07 06:30:00,57947,57999.1,57835.5,57986.4,214.921
2024-07-07 06:45:00,57986.4,58000,57860.1,57998,122.893
2024-07-07 07:00:00,57998,57998,57858.9,57941.2,210.238
2024-07-07 07:15:00,57941.2,57990.1,57802.3,57828,278.847
2024-07-07 07:30:00,57828,57897.7,57772.7,57880.5,170.559
2024-07-07 07:45:00,57880.5,57880.5,57720,57750.3,187.112
2024-07-07 08:00:00,57750.3,57751.5,57560,57583.4,198.585
2024-07-07 08:15:00,57583.4,57665.7,57396,57646.9,257.792
2024-07-07 08:30:00,57646.9,57717.8,57646.9,57716.9,128.239
2024-07-07 08:45:00,57716.9,57776.1,57656.8,57682.6,149.984
2024-07-07 09:00:00,57682.6,57755.8,57609.4,57630.9,118.624
2024-07-07 09:15:00,57630.9,57738.6,57606.2,57704,112.952
2024-07-07 09:30:00,57704,57730,57639.1,57730,91.958
2024-07-07 09:45:00,57730,57773.2,57693.6,57762,106.119
2024-07-07 10:00:00,57762,57763.9,57591.6,57634.5,124.633
2024-07-07 10:15:00,57634.5,57676,57412.3,57412.3,142.859
2024-07-07 10:30:00,57412.3,57480.6,57345,57345,652.208
2024-07-07 10:45:00,57345,57345.1,57051.5,57231.8,461.114
2024-07-07 11:00:00,57231.8,57375.2,57206,57342.9,271.862
2024-07-07 11:15:00,57342.9,57470,57342.4,57465.8,155.94
2024-07-07 11:30:00,57465.8,57500,57377,57464,141.546
2024-07-07 11:45:00,57464,57519.9,57416.8,57440.5,212.199
2024-07-07 12:00:00,57440.5,57638.3,57432,57622.5,340.227
2024-07-07 12:15:00,57622.5,57692.2,57558.9,57561.1,261.226
2024-07-07 12:30:00,57561.1,57695.7,57543.6,57695.6,255.78
2024-07-07 12:45:00,57695.6,57711.4,57576.3,57667.1,164.422
2024-07-07 13:00:00,57667.1,57716,57606.3,57712.9,172.788
2024-07-07 13:15:00,57712.9,57756.9,57643.6,57645.8,197
2024-07-07 13:30:00,57645.8,57745.4,57522.5,57725,161.617
2024-07-07 13:45:00,57725,57887.1,57571.2,57581.6,303.352
2024-07-07 14:00:00,57581.6,57585.5,57478.9,57490.9,176.304
2024-07-07 14:15:00,57490.9,57528,57422.4,57425.9,303.987
2024-07-07 14:30:00,57425.9,57442.4,57348,57376.3,164.165
2024-07-07 14:45:00,57376.3,57487.2,57350,57350.1,160.845
2024-07-07 15:00:00,57350.1,57458.1,57342.9,57436,159.081
2024-07-07 15:15:00,57436,57547.6,57390,57528.1,169.88
2024-07-07 15:30:00,57528.1,57597.7,57457.6,57461.6,180.236
2024-07-07 15:45:00,57461.6,57483.6,57211,57211,205.027
2024-07-07 16:00:00,57211,57334.3,57191,57316,257.459
2024-07-07 16:15:00,57316,57341.6,57079.5,57079.5,273.095
2024-07-07 16:30:00,57079.5,57153.5,56810.5,56909.6,617.295
2024-07-07 16:45:00,56909.6,57005,56763.5,56805.9,1912.014
2024-07-07 17:00:00,56805.9,56981.9,56799.9,56854,450.598
2024-07-07 17:15:00,56854,56871.4,56656.6,56719.2,833.616
2024-07-07 17:30:00,56719.2,56838.4,56578,56821.7,537.682
2024-07-07 17:45:00,56821.7,56918.4,56725,56770,412.548
2024-07-07 18:00:00,56770,56792.3,56601.6,56750,404.171
2024-07-07 18:15:00,56750,56970.9,56714.8,56825.7,2496.559
2024-07-07 18:30:00,56825.7,56923.3,56760.6,56874,298.448
2024-07-07 18:45:00,56874,57009.4,56788.2,56839.7,397.241
2024-07-07 19:00:00,56839.7,56917.5,56750,56803.1,444.77
2024-07-07 19:15:00,56803.1,56938.3,56728,56850,261.242
2024-07-07 19:30:00,56850,56985.1,56823.3,56928.2,274.517
2024-07-07 19:45:00,56928.2,57121.9,56908.1,57121.9,329.32
2024-07-07 20:00:00,57121.9,57128,57004,57098,240.725
2024-07-07 20:15:00,57098,57191.9,57037.6,57037.6,238.963
2024-07-07 20:30:00,57037.6,57044.5,56829.8,56832,412.159
2024-07-07 20:45:00,56832,56978.1,56777,56950,425.787
2024-07-07 21:00:00,56950,57263.1,56896,57208,607.172
2024-07-07 21:15:00,57208,57369.6,57173,57219,424.147
2024-07-07 21:30:00,57219,57283.6,57155.8,57194,177.39
2024-07-07 21:45:00,57194,57198.6,57097.3,57180,143.012
2024-07-07 22:00:00,57180,57230.7,57108.4,57152.6,116.184
2024-07-07 22:15:00,57152.6,57152.6,57007.6,57148.7,480.86
2024-07-07 22:30:00,57148.7,57180.8,57022.5,57066,260.685
2024-07-07 22:45:00,57066,57113.7,57012.2,57088.3,300.149
2024-07-07 23:00:00,57088.3,57142.7,57062.1,57134.6,103.636
2024-07-07 23:15:00,57134.6,57137,57020,57133.1,127.949
2024-07-07 23:30:00,57133.1,57294.3,57128.8,57190,201.155
2024-07-07 23:45:00,57190,57243.4,57190,57243.4,277.824
2024-07-08 00:00:00,57243.4,57300.1,57208.7,57250.1,138.705
2024-07-08 00:15:00,57250.1,57267,56775.7,56775.7,802.477
2024-07-08 00:30:00,56775.7,56813.4,56202.6,56214.1,1217.852
2024-07-08 00:45:00,56214.1,56519.9,56183.2,56350,1009.35
2024-07-08 01:00:00,56350,56596.5,56273.6,56573.9,272.611
2024-07-08 01:15:00,56573.9,56764.2,56550.5,56663.9,263.123
2024-07-08 01:30:00,56663.9,56727,56491.6,56498,604.872
2024-07-08 01:45:00,56498,56614,56413.9,56569.5,476.191
2024-07-08 02:00:00,56569.5,56616.9,56367.3,56367.3,336.271
2024-07-08 02:15:00,56367.3,56499.9,56237.9,56397.3,367.714
2024-07-08 02:30:00,56397.3,56443.9,56311.5,56392,215.659
2024-07-08 02:45:00,56392,56425.5,56020,56020,351.783
2024-07-08 03:00:00,56020,56046.1,55698.6,55834.1,1125.655
2024-07-08 03:15:00,55834.1,55893.5,55504,55606.8,657.42
2024-07-08 03:30:00,55606.8,55995.4,55579.5,55968,481.76
2024-07-08 03:45:00,55968,55968,55158.3,55198.5,511.089
2024-07-08 04:00:00,55198.5,55294,55023.8,55085.3,968.266
2024-07-08 04:15:00,55085.3,55085.4,54351.4,54550.3,697.96
2024-07-08 04:30:00,54550.3,54805.9,54281.3,54777.3,824.344
2024-07-08 04:45:00,54777.3,54777.4,54422.7,54535.5,509.802
2024-07-08 05:00:00,54535.5,54935,54535.5,54929.1,1135.626
2024-07-08 05:15:00,54929.1,55153.1,54844,54899.6,481.973
2024-07-08 05:30:00,54899.6,55254.5,54600,55026.8,17792.822
2024-07-08 05:45:00,55026.8,55390,55026.7,55335.1,3259.117
2024-07-08 06:00:00,55335.1,55424.4,55272.5,55360.7,379.186
2024-07-08 06:15:00,55360.7,55468.7,55067.8,55144,524.033
2024-07-08 06:30:00,55144,55187.2,54851.5,54967.4,375.228
2024-07-08 06:45:00,54967.4,55302.7,54933.1,55195.9,451.987
2024-07-08 07:00:00,55195.9,55218,55062.5,55141.6,506.936
2024-07-08 07:15:00,55141.6,55299.3,54942.8,55210.8,350.712
2024-07-08 07:30:00,55210.8,55342.7,55029.6,55315.2,334.146
2024-07-08 07:45:00,55315.2,55453.6,55270.4,55442.8,372.96
2024-07-08 08:00:00,55442.8,55555,55410,55477.7,442.795
2024-07-08 08:15:00,55477.7,55692.3,55431,55531.5,316.694
2024-07-08 08:30:00,55531.5,55666,55376,55382.1,298.304
2024-07-08 08:45:00,55382.1,55522.8,55273.5,55287.5,326.523
2024-07-08 09:00:00,55287.5,55542.9,55286.3,55456,303.038
2024-07-08 09:15:00,55456,55500.9,55200,55350,342.024
2024-07-08 09:30:00,55350,55756.1,55289.5,55673.5,604.16
2024-07-08 09:45:00,55673.5,55780,55626.6,55766,358.611
2024-07-08 10:00:00,55766,55877.8,55572.9,55608.2,400.975
2024-07-08 10:15:00,55608.2,55663.4,55500.5,55502.1,487.893
2024-07-08 10:30:00,55502.1,55737.1,55501.9,55704.1,438.092
2024-07-08 10:45:00,55704.1,55835.6,55618.2,55658.3,540.392
2024-07-08 11:00:00,55658.3,55835.6,55645.5,55821.9,549.283
2024-07-08 11:15:00,55821.9,56257.1,55720.7,56232.2,1108.882
2024-07-08 11:30:00,56232.2,56729.9,56216.6,56662.3,1697.402
2024-07-08 11:45:00,56662.3,57214.2,56563.4,57127.4,675.364
2024-07-08 12:00:00,57127.4,57833.3,57113,57764.4,1634.727
2024-07-08 12:15:00,57764.4,58194.5,57610,57674.3,842.515
2024-07-08 12:30:00,57674.3,57882.8,57529.9,57881.9,707.369
2024-07-08 12:45:00,57881.9,57885.4,57344,57479.7,585.88
2024-07-08 13:00:00,57479.7,57600,57364.8,57496.2,479.206
2024-07-08 13:15:00,57496.2,57673.8,57337.9,57632.1,635.99
2024-07-08 13:30:00,57632.1,57699.8,57471,57480,480.611
2024-07-08 13:45:00,57480,57533.3,57363.8,57382,579.462
2024-07-08 14:00:00,57382,57420,56704.1,56797.4,462.53
2024-07-08 14:15:00,56797.4,57201.4,56758.1,57176,482.375
2024-07-08 14:30:00,57176,57330,57051.4,57113.4,373.435
2024-07-08 14:45:00,57113.4,57300.4,57061.9,57158,336.209
2024-07-08 15:00:00,57158,57286.1,57049.5,57142.4,336.133
2024-07-08 15:15:00,57142.4,57216.6,56838.2,56895.8,631.257
2024-07-08 15:30:00,56895.8,57232.1,56882.4,57085.4,404.413
2024-07-08 15:45:00,57085.4,57186.7,57018,57186.7,369.209
2024-07-08 16:00:00,57186.7,57271.1,57095.6,57131.9,11408.472
2024-07-08 16:15:00,57131.9,57419.9,57051.4,57270.1,22150.179
2024-07-08 16:30:00,57270.1,57434.7,57156.5,57166.1,413.413
2024-07-08 16:45:00,57166.1,57344,56940,56940,748.142
2024-07-08 17:00:00,56940,57211.3,56826.7,57211.1,931.308
2024-07-08 17:15:00,57211.1,57257.4,56960.9,57097.2,441.58
2024-07-08 17:30:00,57097.2,57150.2,55681.6,55681.6,1078.661
2024-07-08 17:45:00,55681.6,58088.3,55000,56058.9,2528
2024-07-08 18:00:00,56058.9,56335.9,55904.8,56164.1,893.641
2024-07-08 18:15:00,56164.1,56660,56050.4,56456.9,788.725
2024-07-08 18:30:00,56456.9,56644.9,56285.9,56357.2,600.832
2024-07-08 18:45:00,56357.2,56441.2,55949.9,56016,582.948
2024-07-08 19:00:00,56016,56156.4,55686,55742.9,524.976
2024-07-08 19:15:00,55742.9,56084.6,55716.6,56032,487.949
2024-07-08 19:30:00,56032,56050.4,55474.9,55517.3,587.589
2024-07-08 19:45:00,55517.3,55851.1,55429.5,55851.1,36707.995
2024-07-08 20:00:00,55851.1,58633.6,55740,55785.5,12138.842
2024-07-08 20:15:00,55785.5,55923,55575.3,55885,548.24
2024-07-08 20:30:00,55885,56221.7,55730.2,55951.6,501.158
2024-07-08 20:45:00,55951.6,56215.7,55951.5,56137.3,436.212
2024-07-08 21:00:00,56137.3,56310.8,56028.2,56268.7,329.113
2024-07-08 21:15:00,56268.7,56378.3,56144,56314,361.052
2024-07-08 21:30:00,56314,56446.7,56239.4,56369.8,11435.646
2024-07-08 21:45:00,56369.8,56533.3,56256.6,56256.6,460.261
2024-07-08 22:00:00,56256.6,56441.4,56217.1,56253.8,378.052
2024-07-08 22:15:00,56253.8,59099,56192.6,56212.7,13683.258
2024-07-08 22:30:00,56212.7,56400,56130.5,56330,372.51
2024-07-08 22:45:00,56330,56382.8,56226.4,56270.1,293.731
2024-07-08 23:00:00,56270.1,56526,56201.3,56456,463.337
2024-07-08 23:15:00,56456,56545.3,56254,56278.5,302.274
2024-07-08 23:30:00,56278.5,56449.2,56208.3,56442.1,281.986
2024-07-08 23:45:00,56442.1,56464.5,56266.1,56267.8,218.696
2024-07-09 00:00:00,56267.8,56299.1,56181.8,56238.5,167.44
2024-07-09 00:15:00,56238.5,56338,56180.4,56333.6,201.751
2024-07-09 00:30:00,56333.6,56637.8,56259.8,56637.8,205.289
2024-07-09 00:45:00,56637.8,56672.7,56329.8,56355.5,285.387
2024-07-09 01:00:00,56355.5,56674.7,56349.9,56626.6,133.481
2024-07-09 01:15:00,56626.6,56821.5,56534.4,56703.2,267.021
2024-07-09 01:30:00,56703.2,56942.1,56663.1,56836.1,226.827
2024-07-09 01:45:00,56836.1,56857.1,56672.7,56701.1,184.787
2024-07-09 02:00:00,56701.1,56705.7,56603.1,56663.5,150.778
2024-07-09 02:15:00,56663.5,56804.3,56604,56804.3,161.851
2024-07-09 02:30:00,56804.3,56840.5,56649.9,56676,176.048
2024-07-09 02:45:00,56676,56714.9,56621.6,56661.5,172.292
2024-07-09 03:00:00,56661.5,56707.5,56620.6,56698,117.612
2024-07-09 03:15:00,56698,56747.2,56584,56622.9,268.642
2024-07-09 03:30:00,56622.9,56627.9,56360.7,56407.6,270.459
2024-07-09 03:45:00,56407.6,56547.8,56259.6,56494,15555.698
2024-07-09 04:00:00,56494,56645.2,56406,56507.3,643.784
2024-07-09 04:15:00,56507.3,57191,56466,57060,591.977
2024-07-09 04:30:00,57060,57251,56655.4,56762,476.031
2024-07-09 04:45:00,56762,56834.5,56422.6,56480.9,430.027
2024-07-09 05:00:00,56480.9,56656.6,56446.3,56536,306.737
2024-07-09 05:15:00,56536,56578.2,56309.3,56566.1,364.735
2024-07-09 05:30:00,56566.1,56736.6,56545.1,56658.8,304.852
2024-07-09 05:45:00,56658.8,56910.1,56628.8,56870.1,334.703
2024-07-09 06:00:00,56870.1,57285.6,56841,57233.4,378.471
2024-07-09 06:15:00,57233.4,57244.8,57062.8,57062.8,696.495
2024-07-09 06:30:00,57062.8,57062.8,56851.3,56882.2,472.976
2024-07-09 06:45:00,56882.2,56992,56862,56987.9,222.516
2024-07-09 07:00:00,56987.9,57179.2,56970.1,57130.1,266.418
2024-07-09 07:15:00,57130.1,57290,57077.6,57228,649.906
2024-07-09 07:30:00,57228,57315.8,57153.9,57201.8,210.778
